transaction_id,transaction_amount,transaction_timestamp,is_fraud,hour,is_night,user_account_age_days,kyc_verified,device_type,operating_system,country,city,payment_method,card_type,merchant_category
TXN00460022,273.8500061035156,2024-02-13 08:06:52,False,8,False,38,1,tablet,Android,Bangladesh,Dhaka,card,credit,grocery
TXN00330798,1334.4599609375,2024-02-05 03:06:13,False,3,True,481,1,desktop,Android,Bangladesh,Khulna,card,credit,fashion
TXN00820288,4023.989990234375,2024-05-01 08:24:32,False,8,False,1371,1,tablet,iOS,Bangladesh,Khulna,nagad,debit,travel
TXN00836276,1305.02001953125,2024-12-03 02:54:46,True,2,True,1926,1,mobile,Android,Bangladesh,Khulna,bkash,debit,electronics
TXN00878903,845.5499877929688,2025-07-07 17:21:08,False,17,False,438,1,mobile,Android,Bangladesh,Dhaka,bank,credit,fashion
TXN00507015,162.10000610351562,2024-06-21 21:13:53,False,21,False,25,1,tablet,iOS,Bangladesh,Chittagong,bank,debit,electronics
TXN00063469,3347.580078125,2025-11-14 06:37:42,False,6,False,620,1,tablet,iOS,Bangladesh,Chittagong,bank,credit,travel
TXN00568671,2522.77001953125,2025-07-22 13:59:25,False,13,False,268,1,tablet,iOS,Bangladesh,Chittagong,bkash,credit,electronics
TXN00855772,2133.02001953125,2025-03-07 01:12:12,False,1,True,1428,1,tablet,iOS,Bangladesh,Khulna,nagad,debit,electronics
TXN00606373,207.64999389648438,2024-01-27 00:50:33,False,0,True,1995,1,desktop,Windows,Bangladesh,Khulna,card,debit,travel
TXN00358901,931.1599731445312,2025-02-17 13:52:20,False,13,False,225,1,mobile,Android,Bangladesh,Khulna,bank,credit,travel
TXN00178393,3381.080078125,2025-10-16 07:03:15,False,7,False,1548,1,tablet,Android,Bangladesh,Chittagong,card,credit,grocery
TXN00852088,952.02001953125,2024-05-25 09:14:03,False,9,False,370,1,tablet,Windows,Bangladesh,Khulna,card,debit,fashion
TXN00348366,5429.02001953125,2025-05-14 13:00:45,False,13,False,854,1,tablet,Android,Bangladesh,Rajshahi,bkash,credit,travel
TXN00377483,7208.14013671875,2024-08-31 15:52:08,False,15,False,1770,1,mobile,Android,Bangladesh,Khulna,bank,credit,grocery
TXN00044793,2181.669921875,2024-12-27 06:31:15,False,6,False,1532,1,mobile,Android,Bangladesh,Dhaka,nagad,debit,fashion
TXN00690927,172.50999450683594,2025-07-14 07:23:07,False,7,False,766,1,tablet,Android,Bangladesh,Rajshahi,nagad,credit,fashion
TXN00050314,2206.580078125,2024-08-04 06:30:25,False,6,False,1509,1,desktop,Android,Bangladesh,Dhaka,bank,debit,travel
TXN00781466,1031.4000244140625,2025-06-16 13:51:49,False,13,False,1182,1,mobile,Android,Bangladesh,Dhaka,nagad,debit,grocery
TXN00018959,1430.6400146484375,2025-06-23 13:11:03,False,13,False,15,1,tablet,Android,Bangladesh,Rajshahi,bkash,debit,grocery
TXN00804703,1220.7900390625,2024-12-04 02:04:50,False,2,True,1872,1,mobile,iOS,Bangladesh,Rajshahi,bank,debit,travel
TXN00008986,3371.06005859375,2025-12-12 09:26:07,False,9,False,1231,1,tablet,Windows,Bangladesh,Khulna,nagad,debit,travel
TXN00099902,726.969970703125,2024-06-24 15:14:29,False,15,False,1087,1,mobile,iOS,Bangladesh,Dhaka,bkash,credit,travel
TXN00655318,6052.9599609375,2025-11-11 20:23:55,False,20,False,822,1,mobile,Android,Bangladesh,Chittagong,bkash,credit,electronics
TXN00224929,3407.6201171875,2025-09-18 16:03:06,False,16,False,629,1,desktop,Windows,Bangladesh,Dhaka,bank,credit,grocery
TXN00812018,1277.239990234375,2024-02-04 00:04:42,False,0,True,1117,1,mobile,iOS,Bangladesh,Rajshahi,card,credit,fashion
TXN00067899,151.41000366210938,2024-11-10 05:26:49,False,5,True,1212,1,tablet,Android,Bangladesh,Khulna,bank,credit,electronics
TXN00068879,1391.31005859375,2024-11-23 08:22:25,False,8,False,1286,1,mobile,Android,Bangladesh,Khulna,bank,debit,electronics
TXN00904485,640.6300048828125,2024-01-19 16:22:33,False,16,False,37,1,desktop,Android,Bangladesh,Chittagong,nagad,debit,electronics
TXN00244300,1095.5899658203125,2025-12-22 15:45:22,False,15,False,294,1,desktop,Android,Bangladesh,Rajshahi,bank,debit,electronics
TXN00743048,7318.240234375,2024-09-21 06:25:10,False,6,False,1292,1,desktop,Android,Bangladesh,Chittagong,nagad,debit,travel
TXN00803684,498.6000061035156,2024-10-14 18:09:09,False,18,False,65,1,desktop,iOS,Bangladesh,Chittagong,bank,credit,grocery
TXN00444937,1703.8699951171875,2024-10-20 16:01:23,False,16,False,646,1,tablet,iOS,Bangladesh,Rajshahi,nagad,debit,grocery
TXN00895959,545.510009765625,2024-06-27 10:30:59,False,10,False,168,1,tablet,iOS,Bangladesh,Dhaka,bank,credit,electronics
TXN00858829,1740.5999755859375,2024-06-22 04:35:47,False,4,True,107,1,mobile,Android,Bangladesh,Chittagong,nagad,credit,grocery
TXN00575348,2411.6201171875,2025-02-14 01:57:54,False,1,True,1814,1,desktop,Android,Bangladesh,Rajshahi,bkash,debit,grocery
TXN00464017,2294.449951171875,2024-12-05 23:07:39,False,23,True,1710,1,desktop,iOS,Bangladesh,Khulna,bkash,credit,grocery
TXN00196830,691.77001953125,2025-04-04 15:43:14,False,15,False,1993,1,desktop,Android,Bangladesh,Dhaka,bkash,credit,travel
TXN00309024,1634.760009765625,2024-05-24 15:18:58,False,15,False,1116,1,tablet,iOS,Bangladesh,Rajshahi,nagad,debit,grocery
TXN00347382,539.3499755859375,2024-04-25 00:29:31,False,0,True,544,1,tablet,Android,Bangladesh,Khulna,bkash,debit,fashion
TXN00310805,2649.489990234375,2024-04-12 12:04:55,False,12,False,118,1,mobile,Windows,Bangladesh,Dhaka,nagad,debit,grocery
TXN00837524,234.30999755859375,2024-02-24 20:56:45,False,20,False,1340,1,desktop,iOS,Bangladesh,Dhaka,bkash,debit,electronics
TXN00268241,1803.010009765625,2025-10-05 21:02:15,False,21,False,488,1,desktop,Android,Bangladesh,Dhaka,nagad,debit,travel
TXN00366138,1033.75,2024-12-06 00:38:16,False,0,True,1903,1,desktop,Windows,Bangladesh,Rajshahi,bkash,debit,grocery
TXN00449597,347.2300109863281,2024-11-01 22:42:04,False,22,False,1214,1,mobile,Android,Bangladesh,Rajshahi,nagad,credit,travel
TXN00586918,2323.419921875,2025-08-15 21:32:28,False,21,False,552,1,tablet,iOS,Bangladesh,Khulna,card,debit,electronics
TXN00980754,345.2099914550781,2025-05-06 11:30:26,False,11,False,389,1,desktop,Android,Bangladesh,Dhaka,nagad,debit,travel
TXN00051663,1825.3900146484375,2025-02-24 12:22:37,False,12,False,1382,1,tablet,Android,Bangladesh,Rajshahi,bkash,credit,travel
TXN00892874,3202.3798828125,2024-06-03 01:34:01,False,1,True,506,1,mobile,Android,Bangladesh,Rajshahi,bkash,credit,electronics
TXN00576799,3252.360107421875,2024-01-21 15:59:02,True,15,False,1446,1,mobile,Android,Bangladesh,Chittagong,bkash,credit,fashion
TXN00480867,284.010009765625,2025-06-03 16:38:40,False,16,False,1199,1,mobile,Android,Bangladesh,Dhaka,bkash,debit,travel
TXN00550671,655.27001953125,2024-04-29 09:11:14,False,9,False,1142,1,desktop,Windows,Bangladesh,Chittagong,nagad,debit,grocery
TXN00584292,2539.030029296875,2024-12-11 11:39:51,False,11,False,529,1,tablet,Windows,Bangladesh,Rajshahi,bank,credit,travel
TXN00362132,1151.0699462890625,2024-05-26 17:52:56,False,17,False,912,1,tablet,Android,Bangladesh,Chittagong,bkash,debit,travel
TXN00033320,2475.97998046875,2025-10-07 19:59:09,False,19,False,908,1,mobile,iOS,Bangladesh,Dhaka,bank,credit,fashion
TXN00215538,4985.240234375,2025-08-01 10:15:04,False,10,False,1652,1,tablet,Android,Bangladesh,Chittagong,bank,credit,fashion
TXN00126315,2922.7099609375,2025-12-07 20:29:15,False,20,False,1875,1,desktop,Windows,Bangladesh,Khulna,card,credit,electronics
TXN00460374,4124.7001953125,2024-10-15 11:14:53,False,11,False,807,1,mobile,Android,Bangladesh,Dhaka,bkash,credit,travel
TXN00489380,1654.1099853515625,2025-12-15 05:46:00,True,5,True,83,1,tablet,iOS,Bangladesh,Khulna,bank,debit,grocery
TXN00063225,3351.429931640625,2025-12-09 13:03:41,False,13,False,1496,1,tablet,iOS,Bangladesh,Rajshahi,bank,credit,grocery
TXN00965340,4476.27001953125,2024-01-30 05:01:13,False,5,True,152,1,mobile,iOS,Bangladesh,Dhaka,card,credit,travel
TXN00779635,3022.7099609375,2025-04-20 15:06:23,False,15,False,1100,1,tablet,Windows,Bangladesh,Chittagong,card,debit,fashion
TXN00695798,2512.139892578125,2024-10-14 20:56:36,False,20,False,1489,1,mobile,iOS,Bangladesh,Rajshahi,card,credit,fashion
TXN00561881,2909.320068359375,2025-10-21 20:10:26,False,20,False,1711,1,desktop,Android,Bangladesh,Rajshahi,bkash,credit,grocery
TXN00279995,316.45001220703125,2024-08-11 05:25:41,False,5,True,1350,1,desktop,Android,Bangladesh,Dhaka,card,credit,travel
TXN00979848,582.0,2025-02-10 08:02:57,False,8,False,1648,1,tablet,Windows,Bangladesh,Rajshahi,bank,credit,travel
TXN00571750,2674.1298828125,2025-12-02 16:24:23,False,16,False,1067,1,tablet,iOS,Bangladesh,Khulna,nagad,credit,travel
TXN00435459,2461.340087890625,2025-05-15 17:41:40,False,17,False,257,1,desktop,Windows,Bangladesh,Rajshahi,bank,credit,fashion
TXN00256148,1052.530029296875,2025-10-11 20:52:51,False,20,False,1696,1,tablet,Windows,Bangladesh,Khulna,nagad,debit,fashion
TXN00527944,1554.260009765625,2024-06-23 19:21:59,False,19,False,1056,1,tablet,Windows,Bangladesh,Khulna,nagad,credit,electronics
TXN00330302,180.36000061035156,2025-10-02 11:50:31,False,11,False,1234,1,desktop,Android,Bangladesh,Dhaka,bkash,credit,travel
TXN00870586,267.19000244140625,2025-12-08 07:50:37,False,7,False,1866,1,mobile,iOS,Bangladesh,Rajshahi,card,credit,electronics
TXN00069255,1917.9100341796875,2025-03-16 13:19:37,False,13,False,795,1,desktop,Android,Bangladesh,Dhaka,nagad,credit,fashion
TXN00678875,910.8900146484375,2025-04-30 10:47:36,False,10,False,32,1,tablet,iOS,Bangladesh,Dhaka,bank,credit,travel
TXN00275406,1565.0,2025-06-28 05:11:37,False,5,True,313,1,tablet,Windows,Bangladesh,Dhaka,nagad,debit,electronics
TXN00948937,4956.1298828125,2025-05-28 13:33:33,False,13,False,1933,1,mobile,Windows,Bangladesh,Dhaka,bank,debit,fashion
TXN00587306,707.0,2024-10-29 12:16:39,False,12,False,850,1,mobile,iOS,Bangladesh,Chittagong,nagad,debit,fashion
TXN00889146,1278.6500244140625,2024-03-20 02:40:15,False,2,True,1773,1,tablet,iOS,Bangladesh,Dhaka,nagad,credit,electronics
TXN00379067,1942.3499755859375,2025-08-16 05:10:11,False,5,True,764,1,mobile,iOS,Bangladesh,Rajshahi,nagad,debit,fashion
TXN00115772,4225.43017578125,2025-07-26 10:08:02,False,10,False,1467,1,desktop,Android,Bangladesh,Khulna,card,debit,travel
TXN00517432,1890.010009765625,2024-03-17 18:53:14,False,18,False,1777,1,desktop,iOS,Bangladesh,Khulna,bkash,debit,grocery
TXN00265974,3934.050048828125,2025-11-26 00:53:18,False,0,True,901,1,mobile,Windows,Bangladesh,Rajshahi,bkash,debit,travel
TXN00951672,2211.090087890625,2025-05-29 14:02:19,False,14,False,296,1,mobile,iOS,Bangladesh,Chittagong,bkash,debit,electronics
TXN00400808,1804.2900390625,2025-04-23 04:32:46,False,4,True,1588,1,desktop,iOS,Bangladesh,Rajshahi,card,debit,fashion
TXN00565511,752.4099731445312,2024-09-09 12:06:39,False,12,False,478,1,tablet,Android,Bangladesh,Khulna,nagad,debit,fashion
TXN00100076,41.439998626708984,2025-08-31 17:35:38,False,17,False,145,1,desktop,Android,Bangladesh,Rajshahi,bank,credit,fashion
TXN00701082,3428.1298828125,2024-04-29 07:17:02,False,7,False,240,1,tablet,Android,Bangladesh,Khulna,card,credit,travel
TXN00103661,148.22999572753906,2025-03-05 00:34:45,False,0,True,1521,1,mobile,Android,Bangladesh,Rajshahi,card,debit,travel
TXN00172272,538.0399780273438,2024-08-13 07:19:37,False,7,False,1572,1,mobile,iOS,Bangladesh,Rajshahi,nagad,credit,grocery
TXN00331228,1685.9000244140625,2024-03-06 02:59:51,False,2,True,695,1,desktop,iOS,Bangladesh,Rajshahi,bkash,credit,fashion
TXN00259150,798.0700073242188,2024-11-30 06:12:20,False,6,False,1326,1,mobile,iOS,Bangladesh,Khulna,card,debit,fashion
TXN00938627,3434.360107421875,2025-08-19 06:26:53,False,6,False,837,1,mobile,Android,Bangladesh,Dhaka,bank,credit,fashion
TXN00606358,903.5399780273438,2024-01-27 03:33:00,False,3,True,1995,1,mobile,Android,Bangladesh,Chittagong,bank,debit,electronics
TXN00687099,586.0700073242188,2025-06-15 11:17:30,False,11,False,1643,1,tablet,Windows,Bangladesh,Chittagong,card,credit,fashion
TXN00829830,439.25,2025-06-28 12:40:50,False,12,False,1470,1,tablet,iOS,Bangladesh,Rajshahi,bank,credit,electronics
TXN00865721,2197.2900390625,2025-04-14 13:33:34,False,13,False,16,1,desktop,Android,Bangladesh,Khulna,bkash,credit,travel
TXN00256730,5.519999980926514,2024-11-14 02:31:32,True,2,True,1759,1,desktop,Android,Bangladesh,Khulna,nagad,credit,grocery
TXN00246896,831.489990234375,2024-08-23 13:42:56,False,13,False,1239,1,mobile,Android,Bangladesh,Chittagong,card,debit,electronics
TXN00040811,1177.199951171875,2024-04-19 10:42:53,False,10,False,1521,1,desktop,Android,Bangladesh,Chittagong,bkash,debit,electronics
TXN00314675,3512.949951171875,2025-10-25 10:56:55,False,10,False,52,1,mobile,iOS,Bangladesh,Rajshahi,bkash,debit,travel
TXN00020474,263.1700134277344,2024-08-30 19:30:05,False,19,False,1620,1,mobile,iOS,Bangladesh,Chittagong,bkash,debit,travel
TXN00525061,6972.919921875,2025-01-11 00:49:31,False,0,True,911,1,tablet,Android,Bangladesh,Chittagong,bank,debit,grocery
TXN00582947,3471.5400390625,2025-09-03 04:53:20,False,4,True,1700,1,mobile,iOS,Bangladesh,Dhaka,card,debit,grocery
TXN00658385,4479.27001953125,2025-06-04 11:28:13,False,11,False,1872,1,desktop,Android,Bangladesh,Khulna,bank,debit,grocery
TXN00974159,1665.6600341796875,2025-12-04 07:46:28,False,7,False,834,1,desktop,Windows,Bangladesh,Rajshahi,bank,debit,travel
TXN00422759,6135.240234375,2024-07-11 17:54:38,False,17,False,1320,1,desktop,Windows,Bangladesh,Dhaka,card,credit,fashion
TXN00673532,2728.7099609375,2025-09-13 17:39:07,False,17,False,851,1,tablet,Windows,Bangladesh,Chittagong,bkash,credit,travel
TXN00663951,2986.830078125,2024-08-26 08:19:49,False,8,False,230,1,tablet,iOS,Bangladesh,Khulna,nagad,credit,electronics
TXN00733810,2137.360107421875,2024-10-31 11:11:25,False,11,False,861,1,tablet,Android,Bangladesh,Khulna,nagad,credit,grocery
TXN00837316,6514.97021484375,2024-01-22 13:34:42,False,13,False,799,1,tablet,Windows,Bangladesh,Rajshahi,bkash,debit,fashion
TXN00570267,443.1400146484375,2025-10-10 10:24:32,False,10,False,120,1,desktop,Android,Bangladesh,Chittagong,card,debit,grocery
TXN00006299,2361.070068359375,2024-02-07 16:06:12,False,16,False,1615,1,tablet,iOS,Bangladesh,Dhaka,bkash,credit,grocery
TXN00996136,552.2899780273438,2025-11-14 19:29:06,False,19,False,337,1,desktop,Android,Bangladesh,Chittagong,card,debit,fashion
TXN00711524,3632.89990234375,2024-02-23 14:04:54,False,14,False,691,1,desktop,Android,Bangladesh,Chittagong,nagad,credit,electronics
TXN00959376,2794.3798828125,2025-11-11 13:52:12,False,13,False,1142,1,mobile,Android,Bangladesh,Khulna,nagad,debit,travel
TXN00055071,4266.56982421875,2024-05-25 14:42:41,False,14,False,478,1,desktop,Windows,Bangladesh,Khulna,nagad,credit,fashion
TXN00021220,1849.6400146484375,2025-03-26 15:33:32,False,15,False,1125,1,mobile,Android,Bangladesh,Dhaka,bank,debit,travel
TXN00430194,12390.4697265625,2025-07-25 02:46:25,False,2,True,983,1,desktop,Android,Bangladesh,Chittagong,bank,debit,travel
TXN00992620,247.58999633789062,2024-04-11 09:18:33,False,9,False,430,1,desktop,Android,Bangladesh,Rajshahi,nagad,credit,fashion
TXN00123552,5558.81982421875,2024-10-06 03:22:12,True,3,True,961,1,tablet,iOS,Bangladesh,Dhaka,card,debit,grocery
TXN00432317,5382.4599609375,2025-09-04 13:11:42,False,13,False,1454,1,desktop,Windows,Bangladesh,Chittagong,bank,credit,fashion
TXN00274637,1264.239990234375,2025-01-21 15:46:50,False,15,False,1983,1,desktop,Windows,Bangladesh,Khulna,card,debit,grocery
TXN00115139,3387.659912109375,2024-05-23 02:18:40,True,2,True,223,1,tablet,Android,Bangladesh,Dhaka,bkash,credit,grocery
TXN00431447,2127.47998046875,2024-09-08 10:54:48,False,10,False,1991,1,desktop,Windows,Bangladesh,Rajshahi,bank,credit,fashion
TXN00092661,2731.0,2024-09-01 20:32:07,False,20,False,326,1,mobile,Windows,Bangladesh,Chittagong,bank,credit,electronics
TXN00450103,1304.8499755859375,2025-12-06 02:32:27,True,2,True,276,1,desktop,iOS,Bangladesh,Chittagong,nagad,credit,travel
TXN00348667,438.5299987792969,2024-04-27 19:17:11,False,19,False,1407,1,mobile,Android,Bangladesh,Dhaka,bank,credit,fashion
TXN00344475,62.56999969482422,2024-12-13 03:07:46,False,3,True,1162,1,desktop,Android,Bangladesh,Dhaka,bank,debit,grocery
TXN00483616,1885.050048828125,2024-01-11 06:25:44,False,6,False,1523,1,tablet,Android,Bangladesh,Rajshahi,card,debit,fashion
TXN00508946,5221.60986328125,2024-07-18 14:50:22,False,14,False,859,1,tablet,iOS,Bangladesh,Rajshahi,bank,debit,grocery
TXN00481189,866.6799926757812,2025-04-08 00:23:17,False,0,True,367,1,tablet,Android,Bangladesh,Dhaka,bank,credit,grocery
TXN00441452,3340.56005859375,2024-11-30 22:50:37,False,22,False,809,1,desktop,Android,Bangladesh,Chittagong,card,credit,fashion
TXN00531788,435.5299987792969,2024-08-04 20:56:22,False,20,False,723,1,desktop,iOS,Bangladesh,Chittagong,nagad,credit,travel
TXN00556419,335.9200134277344,2024-05-28 19:22:03,False,19,False,750,1,mobile,iOS,Bangladesh,Chittagong,nagad,debit,fashion
TXN00973424,2008.800048828125,2024-12-01 15:11:46,False,15,False,1690,1,tablet,Android,Bangladesh,Rajshahi,nagad,credit,grocery
TXN00386543,247.27999877929688,2024-03-13 13:42:09,False,13,False,1631,1,tablet,Windows,Bangladesh,Chittagong,bank,debit,travel
TXN00025769,818.719970703125,2024-02-09 05:43:24,False,5,True,1801,1,mobile,Windows,Bangladesh,Dhaka,bank,credit,grocery
TXN00470129,131.22999572753906,2025-05-07 19:15:41,False,19,False,1276,1,tablet,Android,Bangladesh,Dhaka,bank,debit,grocery
TXN00931865,8820.01953125,2024-02-03 04:30:36,False,4,True,1040,1,desktop,iOS,Bangladesh,Dhaka,card,credit,grocery
TXN00488470,433.19000244140625,2024-11-19 14:38:17,False,14,False,1887,1,tablet,Android,Bangladesh,Khulna,bkash,credit,fashion
TXN00200615,467.1499938964844,2025-08-10 15:28:59,False,15,False,34,1,tablet,Android,Bangladesh,Khulna,bank,debit,fashion
TXN00740446,1275.0699462890625,2024-12-19 20:37:06,False,20,False,1173,1,tablet,Android,Bangladesh,Khulna,card,credit,travel
TXN00969440,459.4700012207031,2024-10-30 22:11:27,False,22,False,1968,1,mobile,iOS,Bangladesh,Dhaka,bkash,debit,grocery
TXN00805805,4507.240234375,2024-10-16 08:10:44,False,8,False,1838,1,tablet,Android,Bangladesh,Chittagong,nagad,debit,travel
TXN00098606,147.2899932861328,2025-08-02 19:27:02,False,19,False,375,1,desktop,Windows,Bangladesh,Rajshahi,bank,credit,grocery
TXN00303098,44.0099983215332,2025-01-16 09:43:43,False,9,False,1532,1,desktop,Windows,Bangladesh,Rajshahi,nagad,debit,travel
TXN00765403,942.2000122070312,2025-06-22 05:18:16,True,5,True,69,1,tablet,Android,Bangladesh,Khulna,bank,credit,electronics
TXN00716165,4381.22021484375,2024-07-21 08:55:46,False,8,False,1341,1,tablet,iOS,Bangladesh,Khulna,bank,credit,electronics
TXN00519049,3999.010009765625,2024-09-09 00:57:20,False,0,True,1878,1,mobile,iOS,Bangladesh,Rajshahi,card,debit,grocery
TXN00538357,2327.7099609375,2024-04-21 05:14:06,False,5,True,978,1,tablet,Windows,Bangladesh,Khulna,nagad,credit,electronics
TXN00442080,2652.739990234375,2024-05-24 11:23:28,False,11,False,1583,1,desktop,Windows,Bangladesh,Chittagong,nagad,debit,fashion
TXN00421034,543.1799926757812,2024-08-31 08:05:20,False,8,False,1951,1,tablet,Android,Bangladesh,Dhaka,bkash,credit,electronics
TXN00185499,2235.260009765625,2024-06-10 02:18:52,False,2,True,1617,1,tablet,iOS,Bangladesh,Chittagong,bank,credit,fashion
TXN00062037,1628.4300537109375,2024-04-27 22:47:27,False,22,False,1740,1,desktop,iOS,Bangladesh,Khulna,bank,credit,electronics
